1748237430;26.05.2025 5:30;0;10;0;0;28,6;0;0;152;-1;0,4;152;-1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;245;255;255;203;5;0;0;64;12;0;0;5;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237465;26.05.2025 5:31;0;10;0;0;28,6;0;0;163;-0,5;0,3;163;-0,5;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;241;255;255;110;4;0;0;169;13;0;0;5;0;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237470;26.05.2025 5:31;0;10;0;0;28,6;0;0;163;-0,8;0,5;163;-0,8;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;241;255;255;105;4;0;0;196;13;0;0;4;0;3;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237481;26.05.2025 5:31;0;10;0;0;28,6;0;0;163;-0,5;0,3;163;-0,5;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;241;255;255;110;4;0;0;196;13;0;0;4;0;4;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237516;26.05.2025 5:31;0;10;0;0;28,6;0;0;138;-0,4;0,5;138;-0,4;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;246;255;255;60;9;0;0;2;14;0;0;4;0;3;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237551;26.05.2025 5:32;0;10;0;0;28,6;0;0;138;-0,4;0,3;138;-0,4;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;246;255;255;58;9;0;0;238;13;0;0;3;0;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237556;26.05.2025 5:32;0;10;0;0;28,6;0;0;138;-0,4;0,2;138;-0,4;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;246;255;255;57;9;0;0;2;14;0;0;4;0;5;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237566;26.05.2025 5:32;0;20;0;0;28,6;0;0;138;-0,4;0,2;138;-0,4;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;246;255;255;57;9;0;0;2;14;0;0;4;0;5;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0;0;2;0;0x09
1748237601;26.05.2025 5:33;0;20;0;0;28,6;0;0;138;-0,5;0,3;138;-0,5;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;246;255;255;56;9;0;0;3;14;0;0;3;0;4;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237637;26.05.2025 5:33;0;20;0;0;28,6;0;0;139;-0,4;0,1;139;-0,4;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;244;255;255;42;10;0;0;211;13;0;0;4;0;6;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237642;26.05.2025 5:34;0;20;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237652;26.05.2025 5:34;0;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237687;26.05.2025 5:34;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237722;26.05.2025 5:35;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237757;26.05.2025 5:35;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237792;26.05.2025 5:36;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237827;26.05.2025 5:37;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237862;26.05.2025 5:37;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237898;26.05.2025 5:38;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237933;26.05.2025 5:38;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748237968;26.05.2025 5:39;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748238003;26.05.2025 5:40;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
1748238038;26.05.2025 5:40;1;21;0;0;28,6;0;0;147;-0,2;0,7;147;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;241;255;255;106;9;0;0;220;13;0;0;4;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0x09
