1748238467;26.05.2025 5:47;0;30;0;0;28,6;0;0;132;18;-0,5;0,6;132;-0,5;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;254;255;255;215;1;0;0;189;249;255;255;3;0;6;0;11;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238502;26.05.2025 5:48;0;30;0;0;28,6;0;0;132;0;-0,2;0,7;132;-0,2;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;254;255;255;215;1;0;0;194;249;255;255;4;0;5;0;11;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238537;26.05.2025 5:48;0;30;0;0;28,6;0;0;132;0;-0,3;0,5;132;-0,3;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;254;255;255;215;1;0;0;194;249;255;255;255;255;1;0;8;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
1748238572;26.05.2025 5:49;0;30;0;0;28,6;0;0;218;86;0;0,7;218;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;254;255;255;100;254;255;255;193;249;255;255;2;0;4;0;11;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238607;26.05.2025 5:50;0;30;0;0;28,6;0;0;218;0;0;0,8;218;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;254;255;255;99;254;255;255;203;249;255;255;1;0;6;0;10;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238642;26.05.2025 5:50;0;30;0;0;28,6;0;0;218;0;0;0,8;218;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;254;255;255;98;254;255;255;198;249;255;255;1;0;5;0;10;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238677;26.05.2025 5:51;0;30;0;0;28,6;0;0;309;91;0,1;0,2;309;0,1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;1;0;0;242;253;255;255;241;249;255;255;255;255;0;0;8;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238712;26.05.2025 5:51;0;30;0;0;28,6;0;0;309;0;0;0,2;309;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;1;0;0;243;253;255;255;245;249;255;255;0;0;0;0;7;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238747;26.05.2025 5:52;0;30;0;0;28,6;0;0;320;88;-0,1;0,1;320;-0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;73;254;255;255;248;249;255;255;0;0;0;0;8;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238782;26.05.2025 5:53;0;30;0;0;28,6;0;0;37;0;-0,3;0,3;37;-0,3;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;136;1;0;0;237;249;255;255;0;0;0;0;8;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238818;26.05.2025 5:53;0;30;0;0;28,6;0;0;37;0;-0,2;0,2;37;-0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;136;1;0;0;239;249;255;255;3;0;4;0;11;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238853;26.05.2025 5:54;0;30;0;0;28,6;0;0;132;95;-0,4;0,8;132;-0,4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;254;255;255;216;1;0;0;195;249;255;255;3;0;5;0;11;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238888;26.05.2025 5:54;0;30;0;0;28,6;0;0;132;0;-0,2;0,8;132;-0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;254;255;255;216;1;0;0;194;249;255;255;2;0;5;0;10;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238923;26.05.2025 5:55;0;30;0;0;28,6;0;0;133;1;-0,2;0,8;133;-0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;253;255;255;29;2;0;0;214;249;255;255;3;0;5;0;10;1;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
1748238958;26.05.2025 5:55;0;30;0;0;28,6;0;0;203;70;0,5;-0,3;203;0,5;-0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;254;255;255;73;255;255;255;220;247;255;255;227;255;211;255;162;0;248;243;255;255;189;7;0;0;13;20;0;0;0;0;0;0;3;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
