AB ticks;AB time;Status, hex;Calibration, hex;Temperature HDC1080, C;Humidity HDC1080, %;Temperature DPS310, C;Pressure DPS310, kPa;Rotation code RAW;Azimuth RAW, deg.;Pitch RAW, deg.;Roll RAW, deg.;Azimuth, deg.;Pitch, deg.;Roll, deg.;CC0;CC1;CC2;CC3;CC4;CC5;CC6;CC7;CC8;CC9;CC10;CC11;CC12;CC13;CC14;CC15;CC16;CC17;XYZmagn0;XYZmagn1;XYZmagn2;XYZmagn3;XYZmagn4;XYZmagn5;XYZmagn6;XYZmagn7;XYZmagn8;XYZmagn9;XYZmagn10;XYZmagn11;XYZaxs0;XYZaxs1;XYZaxs2;XYZaxs3;XYZaxs4;XYZaxs5;XYZmagnOffs0;XYZmagnOffs1;XYZmagnOffs2;XYZmagnOffs3;XYZmagnOffs4;XYZmagnOffs5;XYZmagnOffs6;XYZmagnOffs7;XYZmagnOffs8;XYZmagnOffs9;XYZmagnOffs10;XYZmagnOffs11;XYZaxsOffs0;XYZaxsOffs1;XYZaxsOffs2;XYZaxsOffs3;XYZaxsOffs4;XYZaxsOffs5;FWver, hex
1747816835;21.05.2025 8:40;0;10;0;0;28,6;0;0;179;-0,5;0,8;179;-0,5;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;233;255;255;71;0;0;0;13;252;255;255;4;0;6;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816840;21.05.2025 8:40;0;10;0;0;28,6;0;0;179;-0,4;2,4;179;-0,4;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;233;255;255;83;0;0;0;169;251;255;255;6;0;11;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816850;21.05.2025 8:40;0;10;0;0;28,6;0;0;175;-1,1;1,3;175;-1,1;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;230;255;255;11;2;0;0;247;251;255;255;6;0;6;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816871;21.05.2025 8:41;0;10;0;0;28,6;0;0;159;-0,4;-0,5;159;-0,4;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;237;255;255;17;7;0;0;126;2;0;0;3;0;255;255;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816891;21.05.2025 8:41;0;10;0;0;28,6;0;0;154;0,1;0,9;154;0,1;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;238;255;255;110;8;0;0;252;5;0;0;2;0;15;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816911;21.05.2025 8:41;0;10;0;0;28,6;0;0;154;-0,1;0,4;154;-0,1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;238;255;255;109;8;0;0;249;5;0;0;255;255;255;255;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816931;21.05.2025 8:42;0;10;0;0;28,6;0;0;154;-0,3;0,5;154;-0,3;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;238;255;255;109;8;0;0;247;5;0;0;4;0;4;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816951;21.05.2025 8:42;0;10;0;0;28,6;0;0;154;-0,1;0,3;154;-0,1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;238;255;255;108;8;0;0;250;5;0;0;4;0;4;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816971;21.05.2025 8:42;0;10;0;0;28,6;0;0;154;-0,4;0,6;154;-0,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;238;255;255;112;8;0;0;248;5;0;0;3;0;5;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747816991;21.05.2025 8:43;0;10;0;0;28,6;0;0;154;0,1;0,2;154;0,1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;238;255;255;107;8;0;0;248;5;0;0;4;0;5;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817011;21.05.2025 8:43;0;10;0;0;28,6;0;0;154;-0,2;0,5;154;-0,2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;238;255;255;105;8;0;0;238;5;0;0;2;0;5;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817032;21.05.2025 8:43;0;10;0;0;28,6;0;0;154;-0,2;0,3;154;-0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;238;255;255;106;8;0;0;250;5;0;0;255;255;255;255;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817037;21.05.2025 8:43;0;10;0;0;28,6;0;0;154;-0,2;0,3;154;-0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;238;255;255;106;8;0;0;250;5;0;0;2;0;6;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817047;21.05.2025 8:44;0;20;0;0;28,6;0;0;154;-0,2;0,3;154;-0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;238;255;255;106;8;0;0;250;5;0;0;2;0;6;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817067;21.05.2025 8:44;0;20;0;0;28,6;0;0;154;-0,2;0,5;154;-0,2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;238;255;255;105;8;0;0;252;5;0;0;2;0;4;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817087;21.05.2025 8:44;0;20;0;0;28,6;0;0;154;-0,2;0,1;154;-0,2;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;238;255;255;105;8;0;0;249;5;0;0;2;0;3;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817107;21.05.2025 8:45;0;20;0;0;28,6;0;0;154;-0,2;0,4;154;-0,2;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;238;255;255;86;8;0;0;250;5;0;0;255;255;255;255;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817127;21.05.2025 8:45;0;20;0;0;28,6;0;0;158;-0,3;0,6;158;-0,3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;238;255;255;38;7;0;0;250;5;0;0;5;0;7;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817147;21.05.2025 8:45;0;20;0;0;28,6;0;0;160;-0,3;0,4;160;-0,3;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;239;255;255;49;6;0;0;253;5;0;0;3;0;3;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817167;21.05.2025 8:46;0;20;0;0;28,6;0;0;161;-0,3;0,6;161;-0,3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;240;255;255;139;5;0;0;18;6;0;0;3;0;4;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817188;21.05.2025 8:46;0;20;0;0;28,6;0;0;159;-0,1;0,6;159;-0,1;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;241;255;255;178;5;0;0;24;6;0;0;4;0;9;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817194;21.05.2025 8:46;0;20;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817204;21.05.2025 8:46;0;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817224;21.05.2025 8:47;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817244;21.05.2025 8:47;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817264;21.05.2025 8:47;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817284;21.05.2025 8:48;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817304;21.05.2025 8:48;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
1747817324;21.05.2025 8:48;1;21;0;0;28,6;0;0;155;-0,1;0,8;155;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;242;255;255;119;6;0;0;34;6;0;0;3;0;8;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;0x09
