1747028623;12.05.2025 05:43:43;00;10;0,0;0,0;28,6;0,0000;0;165,0;-0,3;0,4;165,0;-0,3;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;240;255;255;6;4;0;0;184;3;0;0;3;0;5;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028643;12.05.2025 05:44:03;00;10;0,0;0,0;28,6;0,0000;0;151,0;1,6;-0,2;151,0;1,6;-0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;242;255;255;40;7;0;0;220;5;0;0;8;0;3;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028663;12.05.2025 05:44:23;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,4;0,6;152,0;-0,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;242;255;255;39;7;0;0;220;5;0;0;2;0;5;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028683;12.05.2025 05:44:43;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,2;0,6;152,0;-0,2;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;242;255;255;39;7;0;0;215;5;0;0;2;0;5;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028704;12.05.2025 05:45:04;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,3;0,9;152,0;-0,3;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;242;255;255;36;7;0;0;218;5;0;0;3;0;5;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028724;12.05.2025 05:45:24;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,4;0,8;152,0;-0,4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;242;255;255;36;7;0;0;217;5;0;0;4;0;6;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028743;12.05.2025 05:45:43;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,4;0,7;152,0;-0,4;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;242;255;255;36;7;0;0;217;5;0;0;2;0;5;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028763;12.05.2025 05:46:03;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,3;0,8;152,0;-0,3;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;242;255;255;33;7;0;0;218;5;0;0;2;0;6;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028783;12.05.2025 05:46:23;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,5;0,6;152,0;-0,5;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;242;255;255;34;7;0;0;218;5;0;0;4;0;6;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
1747028789;12.05.2025 05:46:29;00;10;0,0;0,0;28,6;0,0000;0;152,0;-0,6;0,7;152,0;-0,6;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;242;255;255;34;7;0;0;217;5;0;0;3;0;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0x09;
