AB ticks;AB time;Temperature, C;Pressure, kPa;Humidity, %;
1747041748;12.05.2025 09:22:28;20,1;2,500;30,5;
1747041778;12.05.2025 09:22:58;20,1;2,500;30,5;
1747041808;12.05.2025 09:23:28;20,1;2,500;31,0;
1747041838;12.05.2025 09:23:58;20,1;2,500;30,5;
1747041868;12.05.2025 09:24:28;20,1;2,500;30,5;
1747041898;12.05.2025 09:24:58;20,1;2,500;30,5;
1747041928;12.05.2025 09:25:28;20,1;2,500;31,0;
1747041958;12.05.2025 09:25:58;20,1;2,500;31,0;
1747041989;12.05.2025 09:26:29;20,1;2,500;31,0;
1747042019;12.05.2025 09:26:59;20,1;2,500;30,5;
1747042049;12.05.2025 09:27:29;20,1;2,500;31,0;
1747042079;12.05.2025 09:27:59;20,1;2,500;31,0;
1747042109;12.05.2025 09:28:29;20,1;2,500;31,0;
1747042139;12.05.2025 09:28:59;20,1;2,500;31,0;
1747042169;12.05.2025 09:29:29;20,1;2,500;31,0;
1747042199;12.05.2025 09:29:59;20,1;2,500;31,0;
1747042229;12.05.2025 09:30:29;20,1;2,500;31,0;
1747042259;12.05.2025 09:30:59;20,1;2,500;31,0;
1747042289;12.05.2025 09:31:29;20,1;2,500;31,0;
1747042319;12.05.2025 09:31:59;20,1;2,500;31,0;
1747042349;12.05.2025 09:32:29;20,1;2,500;31,0;
1747042379;12.05.2025 09:32:59;20,1;2,500;31,0;
1747042409;12.05.2025 09:33:29;20,1;2,500;31,0;
1747042439;12.05.2025 09:33:59;20,1;2,500;31,0;
1747042469;12.05.2025 09:34:29;20,1;2,500;31,0;
1747042499;12.05.2025 09:34:59;20,1;2,500;31,0;
1747042529;12.05.2025 09:35:29;20,1;2,500;31,0;
1747042559;12.05.2025 09:35:59;20,1;2,500;31,0;
1747042589;12.05.2025 09:36:29;20,1;2,500;31,0;
1747042619;12.05.2025 09:36:59;20,1;2,500;31,0;
1747042649;12.05.2025 09:37:29;20,1;2,500;31,0;
1747042679;12.05.2025 09:37:59;20,1;2,500;31,0;
1747042709;12.05.2025 09:38:29;20,1;2,500;31,0;
1747042739;12.05.2025 09:38:59;20,1;2,500;31,0;
1747042769;12.05.2025 09:39:29;20,1;2,500;31,0;
1747042799;12.05.2025 09:39:59;20,1;2,500;31,0;
