AB ticks;AB time;Status, hex;Calibration, hex;Temperature HDC1080, C;Humidity HDC1080, %;Temperature DPS310, C;Pressure DPS310, kPa;Rotation code RAW;Azimuth RAW, deg.;Pitch RAW, deg.;Roll RAW, deg.;Azimuth, deg.;Pitch, deg.;Roll, deg.;CC0;CC1;CC2;CC3;CC4;CC5;CC6;CC7;CC8;CC9;CC10;CC11;CC12;CC13;CC14;CC15;CC16;CC17;XYZmagn0;XYZmagn1;XYZmagn2;XYZmagn3;XYZmagn4;XYZmagn5;XYZmagn6;XYZmagn7;XYZmagn8;XYZmagn9;XYZmagn10;XYZmagn11;XYZaxs0;XYZaxs1;XYZaxs2;XYZaxs3;XYZaxs4;XYZaxs5;XYZmagnOffs0;XYZmagnOffs1;XYZmagnOffs2;XYZmagnOffs3;XYZmagnOffs4;XYZmagnOffs5;XYZmagnOffs6;XYZmagnOffs7;XYZmagnOffs8;XYZmagnOffs9;XYZmagnOffs10;XYZmagnOffs11;XYZaxsOffs0;XYZaxsOffs1;XYZaxsOffs2;XYZaxsOffs3;XYZaxsOffs4;XYZaxsOffs5;FWver, hex
1747718206;20.05.2025 5:16;0;10;0;0;28,6;0;0;160;-0,1;1;160;-0,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;244;255;255;82;4;0;0;100;4;0;0;1;0;7;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718226;20.05.2025 5:17;0;10;0;0;28,6;0;0;160;-0,1;1,2;160;-0,1;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;244;255;255;82;4;0;0;100;4;0;0;0;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718247;20.05.2025 5:17;0;10;0;0;28,6;0;0;160;-0,2;0,9;160;-0,2;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;244;255;255;82;4;0;0;101;4;0;0;1;0;8;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718267;20.05.2025 5:17;0;10;0;0;28,6;0;0;160;0;0,7;160;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;244;255;255;69;4;0;0;101;4;0;0;0;0;3;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718272;20.05.2025 5:17;0;10;0;0;28,6;0;0;160;-0,1;0,8;160;-0,1;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;244;255;255;70;4;0;0;114;4;0;0;1;0;8;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718282;20.05.2025 5:18;0;10;0;0;28,6;0;0;160;-0,2;0,9;160;-0,2;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;244;255;255;74;4;0;0;111;4;0;0;0;0;7;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718302;20.05.2025 5:18;0;10;0;0;28,6;0;0;158;0,9;-0,1;158;0,9;-0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;242;255;255;106;5;0;0;57;4;0;0;255;255;242;255;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718322;20.05.2025 5:18;0;10;0;0;28,6;0;0;146;-0,1;1;146;-0,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;243;255;255;98;8;0;0;195;4;0;0;1;0;6;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718342;20.05.2025 5:19;0;10;0;0;28,6;0;0;139;1,5;2,3;139;1,5;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;245;255;255;208;9;0;0;121;7;0;0;0;0;12;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718362;20.05.2025 5:19;0;10;0;0;28,6;0;0;150;-0,4;0,6;150;-0,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;241;255;255;34;8;0;0;87;7;0;0;2;0;5;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718382;20.05.2025 5:19;0;10;0;0;28,6;0;0;150;-0,3;0,7;150;-0,3;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;241;255;255;33;8;0;0;86;7;0;0;1;0;7;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718403;20.05.2025 5:20;0;10;0;0;28,6;0;0;150;-0,3;0,5;150;-0,3;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;241;255;255;33;8;0;0;85;7;0;0;0;0;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
1747718423;20.05.2025 5:20;0;10;0;0;28,6;0;0;150;-0,4;0,8;150;-0,4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;241;255;255;33;8;0;0;84;7;0;0;1;0;5;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;255;3;0;0x09
