AB ticks;AB time;Status, hex;Calibration, hex;Temperature HDC1080, C;Humidity HDC1080, %;Temperature DPS310, C;Pressure DPS310, kPa;Rotation code RAW;Azimuth RAW, deg.;Pitch RAW, deg.;Roll RAW, deg.;Azimuth, deg.;Pitch, deg.;Roll, deg.;CC0;CC1;CC2;CC3;CC4;CC5;CC6;CC7;CC8;CC9;CC10;CC11;CC12;CC13;CC14;CC15;CC16;CC17;XYZmagn0;XYZmagn1;XYZmagn2;XYZmagn3;XYZmagn4;XYZmagn5;XYZmagn6;XYZmagn7;XYZmagn8;XYZmagn9;XYZmagn10;XYZmagn11;XYZaxs0;XYZaxs1;XYZaxs2;XYZaxs3;XYZaxs4;XYZaxs5;XYZmagnOffs0;XYZmagnOffs1;XYZmagnOffs2;XYZmagnOffs3;XYZmagnOffs4;XYZmagnOffs5;XYZmagnOffs6;XYZmagnOffs7;XYZmagnOffs8;XYZmagnOffs9;XYZmagnOffs10;XYZmagnOffs11;XYZaxsOffs0;XYZaxsOffs1;XYZaxsOffs2;XYZaxsOffs3;XYZaxsOffs4;XYZaxsOffs5;FWver, hex
1747725193;20.05.2025 7:13;0;10;0;0;28,6;0;0;188;-0,1;0,1;188;-0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;237;255;255;137;253;255;255;11;250;255;255;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725213;20.05.2025 7:13;0;10;0;0;28,6;0;0;188;-0,3;0,1;188;-0,3;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;237;255;255;136;253;255;255;13;250;255;255;255;255;255;255;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725233;20.05.2025 7:13;0;10;0;0;28,6;0;0;188;-0,3;0;188;-0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;237;255;255;132;253;255;255;23;250;255;255;5;0;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725254;20.05.2025 7:14;0;10;0;0;28,6;0;0;180;-2;-2;180;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;235;255;255;44;0;0;0;34;250;255;255;4;0;251;255;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725259;20.05.2025 7:14;0;10;0;0;28,6;0;0;186;-0,1;0,2;186;-0,1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;236;255;255;15;254;255;255;150;249;255;255;254;255;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725269;20.05.2025 7:14;0;10;0;0;28,6;0;0;181;-0,4;-0,8;181;-0,4;-0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;236;255;255;220;255;255;255;192;249;255;255;15;0;251;255;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725289;20.05.2025 7:14;0;10;0;0;28,6;0;0;161;-0,2;-0,2;161;-0,2;-0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;242;255;255;159;4;0;0;86;1;0;0;6;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725309;20.05.2025 7:15;0;10;0;0;28,6;0;0;161;-0,1;-0,1;161;-0,1;-0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;242;255;255;135;4;0;0;102;1;0;0;4;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725329;20.05.2025 7:15;0;10;0;0;28,6;0;0;149;-0,9;0,1;149;-0,9;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;243;255;255;237;7;0;0;181;6;0;0;255;255;6;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
1747725350;20.05.2025 7:15;0;10;0;0;28,6;0;0;149;-0,4;-0,1;149;-0,4;-0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;243;255;255;241;7;0;0;182;6;0;0;5;0;3;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;255;3;0;0x09
