AB ticks;AB time;Charging allowed, hex;Residual capacity, mAh;Real capacity, mAh;Nominal capacity, mAh;Upper cell voltage, mV;	Lower cell voltage, mV;Cells voltage difference, mV;Battery current, mA;Time from last charge, min;Temperature, C;DS2777 break state, hex;	DS2777 link state, hex;DS2777 control state, hex;Charging complete, hex;Feedback state, hex;Charging cycles;	Last charged upper voltage, mV;Last charged lower voltage, mV;CU link state, hex;	Battery state, hex;Hardware errors, hex;Charge, %;FWver, hex;
1746623345;07.05.2025 13:09:05;02;25994;82500;82500;3589;3599;10;-62;50;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623406;07.05.2025 13:10:06;02;25993;82500;82500;3589;3599;10;-65;51;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623466;07.05.2025 13:11:06;02;25991;82500;82500;3589;3599;10;-65;52;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623526;07.05.2025 13:12:06;02;25990;82500;82500;3589;3599;10;-64;53;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623587;07.05.2025 13:13:07;02;25989;82500;82500;3589;3599;10;-64;54;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623647;07.05.2025 13:14:07;02;25988;82500;82500;3589;3599;10;-66;55;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623707;07.05.2025 13:15:07;02;25988;82500;82500;3589;3599;10;-65;56;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623767;07.05.2025 13:16:07;02;25986;82500;82500;3589;3599;10;-64;57;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622804;07.05.2025 13:00:04;02;26003;82500;82500;3589;3599;10;-67;41;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622864;07.05.2025 13:01:04;02;26001;82500;82500;3589;3599;10;-64;42;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622924;07.05.2025 13:02:04;02;26001;82500;82500;3589;3599;10;-67;43;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622984;07.05.2025 13:03:04;02;26000;82500;82500;3589;3599;10;-68;44;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623045;07.05.2025 13:04:05;02;25999;82500;82500;3589;3599;10;-67;45;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623105;07.05.2025 13:05:05;02;25998;82500;82500;3589;3599;10;-66;46;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623166;07.05.2025 13:06:06;02;25996;82500;82500;3589;3599;10;-65;47;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623225;07.05.2025 13:07:05;02;25995;82500;82500;3589;3599;10;-63;48;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746623285;07.05.2025 13:08:05;02;25994;82500;82500;3589;3599;10;-65;49;21,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622261;07.05.2025 12:51:01;02;26014;82500;82500;3589;3599;10;-64;32;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622321;07.05.2025 12:52:01;02;26013;82500;82500;3589;3599;10;-64;33;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622383;07.05.2025 12:53:03;02;26011;82500;82500;3589;3599;10;-64;34;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622443;07.05.2025 12:54:03;02;26010;82500;82500;3589;3599;10;-65;35;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622503;07.05.2025 12:55:03;02;26009;82500;82500;3589;3599;10;-95;36;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622563;07.05.2025 12:56:03;02;26008;82500;82500;3589;3599;10;-73;37;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622624;07.05.2025 12:57:04;02;26006;82500;82500;3589;3599;10;-66;38;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622683;07.05.2025 12:58:03;02;26005;82500;82500;3589;3599;10;-65;39;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622744;07.05.2025 12:59:04;02;26004;82500;82500;3589;3599;10;-96;40;21,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621719;07.05.2025 12:41:59;02;26024;82500;82500;3589;3599;10;-65;22;22,0;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621779;07.05.2025 12:42:59;02;26023;82500;82500;3589;3599;10;-64;23;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621839;07.05.2025 12:43:59;02;26021;82500;82500;3589;3599;10;-64;24;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621899;07.05.2025 12:44:59;02;26020;82500;82500;3589;3599;10;-66;25;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621960;07.05.2025 12:46:00;02;26019;82500;82500;3589;3599;10;-66;26;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622020;07.05.2025 12:47:00;02;26018;82500;82500;3589;3599;10;-66;27;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622080;07.05.2025 12:48:00;02;26016;82500;82500;3589;3599;10;-65;28;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622140;07.05.2025 12:49:00;02;26016;82500;82500;3589;3599;10;-65;29;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746622201;07.05.2025 12:50:01;02;26015;82500;82500;3589;3599;10;-65;31;21,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621177;07.05.2025 12:32:57;02;26034;82500;82500;3589;3599;10;-70;13;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621237;07.05.2025 12:33:57;02;26033;82500;82500;3589;3599;10;-64;14;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621297;07.05.2025 12:34:57;02;26031;82500;82500;3589;3599;10;-64;15;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621357;07.05.2025 12:35:57;02;26030;82500;82500;3589;3599;10;-64;16;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621418;07.05.2025 12:36:58;02;26029;82500;82500;3589;3599;10;-64;17;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621478;07.05.2025 12:37:58;02;26028;82500;82500;3589;3599;10;-65;18;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621538;07.05.2025 12:38:58;02;26026;82500;82500;3589;3599;10;-66;19;22,0;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621598;07.05.2025 12:39:58;02;26025;82500;82500;3589;3599;10;-66;20;22,0;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621658;07.05.2025 12:40:58;02;26025;82500;82500;3589;3599;10;-65;21;22,0;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620635;07.05.2025 12:23:55;02;26044;82500;82500;3589;3604;15;-60;4;22,7;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620696;07.05.2025 12:24:56;02;26043;82500;82500;3589;3604;15;-60;5;22,6;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620756;07.05.2025 12:25:56;02;26041;82500;82500;3589;3604;15;-65;6;22,5;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620816;07.05.2025 12:26:56;02;26040;82500;82500;3589;3599;10;-69;7;22,3;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620877;07.05.2025 12:27:57;02;26039;82500;82500;3589;3599;10;-73;8;22,3;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620936;07.05.2025 12:28:56;02;26038;82500;82500;3589;3599;10;-73;9;22,3;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620996;07.05.2025 12:29:56;02;26036;82500;82500;3589;3599;10;-73;10;22,2;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621056;07.05.2025 12:30:56;02;26035;82500;82500;3589;3599;10;-73;11;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746621116;07.05.2025 12:31:56;02;26034;82500;82500;3589;3599;10;-70;12;22,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620186;07.05.2025 12:16:26;02;25750;82500;82500;3853;3784;69;5045;115;21,8;00;00;00;00;01;0;0;0;02;05;00;31;0x0C;
1746620216;07.05.2025 12:16:56;02;25854;82500;82500;3853;3789;64;5043;115;22,8;00;00;00;00;01;0;0;0;02;05;00;31;0x0C;
1746620245;07.05.2025 12:17:25;02;25898;82500;82500;3853;3789;64;5045;115;23,1;00;00;00;00;01;0;0;0;02;05;00;31;0x0C;
1746620275;07.05.2025 12:17:55;02;25938;82500;82500;3853;3789;64;5043;115;23,3;00;00;00;00;01;0;0;0;02;05;00;31;0x0C;
1746620334;07.05.2025 12:18:54;02;25981;82500;82500;3853;3789;64;5043;115;23,6;00;00;00;00;01;0;0;0;02;05;00;31;0x0C;
1746620394;07.05.2025 12:19:54;02;26048;82500;82500;3594;3609;15;-65;0;23,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620454;07.05.2025 12:20:54;02;26048;82500;82500;3589;3604;15;-60;1;23,5;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620514;07.05.2025 12:21:54;02;26046;82500;82500;3589;3604;15;-60;2;23,1;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
1746620576;07.05.2025 12:22:56;02;26045;82500;82500;3589;3604;15;-60;3;22,8;00;00;00;00;00;0;0;0;00;04;00;31;0x0C;
