AB ticks;AB time;Temperature, C;Pressure, kPa;Humidity, %;
1747031299;12.05.2025 06:28:19;19,2;3,900;27,0;
1747031329;12.05.2025 06:28:49;19,2;3,900;27,0;
1747031359;12.05.2025 06:29:19;19,1;3,900;27,0;
1747031389;12.05.2025 06:29:49;19,1;3,900;27,0;
1747031419;12.05.2025 06:30:19;19,1;3,900;27,0;
1747031449;12.05.2025 06:30:49;19,1;3,900;27,0;
1747031480;12.05.2025 06:31:20;19,1;3,900;27,0;
1747031510;12.05.2025 06:31:50;19,1;3,900;27,0;
1747031540;12.05.2025 06:32:20;19,1;3,900;27,0;
1747031570;12.05.2025 06:32:50;19,1;3,900;27,0;
1747031600;12.05.2025 06:33:20;19,1;3,900;27,0;
1747031630;12.05.2025 06:33:50;19,1;3,900;27,0;
1747031660;12.05.2025 06:34:20;19,1;3,900;27,0;
1747031690;12.05.2025 06:34:50;19,1;3,900;27,0;
1747031720;12.05.2025 06:35:20;19,1;3,900;27,0;
1747031750;12.05.2025 06:35:50;19,1;3,900;27,0;
1747031780;12.05.2025 06:36:20;19,1;3,900;27,0;
1747031810;12.05.2025 06:36:50;19,1;3,900;27,0;
1747031840;12.05.2025 06:37:20;19,1;3,900;27,0;
1747031870;12.05.2025 06:37:50;19,1;3,900;27,0;
1747031901;12.05.2025 06:38:21;19,1;3,900;27,0;
1747031931;12.05.2025 06:38:51;19,1;3,900;27,0;
1747029644;12.05.2025 06:00:44;19,8;3,900;26,5;
1747029674;12.05.2025 06:01:14;19,8;3,900;26,5;
1747029704;12.05.2025 06:01:44;19,8;3,900;26,5;
1747029734;12.05.2025 06:02:14;19,7;3,900;26,5;
1747029764;12.05.2025 06:02:44;19,7;3,900;26,5;
1747029794;12.05.2025 06:03:14;19,7;3,900;26,5;
1747029824;12.05.2025 06:03:44;19,7;3,900;26,5;
1747029855;12.05.2025 06:04:15;19,6;3,900;26,5;
1747029885;12.05.2025 06:04:45;19,6;3,900;26,5;
1747029915;12.05.2025 06:05:15;19,6;3,900;26,5;
1747029945;12.05.2025 06:05:45;19,6;3,900;26,5;
1747029975;12.05.2025 06:06:15;19,6;3,900;26,5;
1747030005;12.05.2025 06:06:45;19,5;3,900;26,5;
1747030035;12.05.2025 06:07:15;19,6;3,900;26,5;
1747030065;12.05.2025 06:07:45;19,5;3,900;26,5;
1747030095;12.05.2025 06:08:15;19,5;3,900;26,5;
1747030125;12.05.2025 06:08:45;19,5;3,900;26,5;
1747030156;12.05.2025 06:09:16;19,5;3,900;26,5;
1747030186;12.05.2025 06:09:46;19,5;3,900;26,5;
1747030216;12.05.2025 06:10:16;19,5;3,900;26,5;
1747030246;12.05.2025 06:10:46;19,5;3,900;26,5;
1747030276;12.05.2025 06:11:16;19,5;3,900;26,5;
1747030306;12.05.2025 06:11:46;19,4;3,900;27,0;
1747030336;12.05.2025 06:12:16;19,4;3,900;27,0;
1747030366;12.05.2025 06:12:46;19,4;3,900;27,0;
1747030396;12.05.2025 06:13:16;19,4;3,900;27,0;
1747030426;12.05.2025 06:13:46;19,4;3,900;26,5;
1747030457;12.05.2025 06:14:17;19,4;3,900;27,0;
1747030487;12.05.2025 06:14:47;19,4;3,900;26,5;
1747030517;12.05.2025 06:15:17;19,4;3,900;26,5;
1747030547;12.05.2025 06:15:47;19,4;3,900;26,5;
1747030577;12.05.2025 06:16:17;19,4;3,900;27,0;
1747030607;12.05.2025 06:16:47;19,4;3,900;27,0;
1747030637;12.05.2025 06:17:17;19,4;3,900;27,0;
1747030667;12.05.2025 06:17:47;19,3;3,900;27,0;
1747030697;12.05.2025 06:18:17;19,3;3,900;27,0;
1747030727;12.05.2025 06:18:47;19,3;3,900;27,0;
1747030758;12.05.2025 06:19:18;19,3;3,900;27,0;
1747030788;12.05.2025 06:19:48;19,3;3,900;27,0;
1747030818;12.05.2025 06:20:18;19,3;3,900;27,0;
1747030848;12.05.2025 06:20:48;19,3;3,900;27,0;
1747030878;12.05.2025 06:21:18;19,2;3,900;27,0;
1747030908;12.05.2025 06:21:48;19,2;3,900;27,0;
1747030938;12.05.2025 06:22:18;19,2;3,900;27,0;
1747030968;12.05.2025 06:22:48;19,2;3,900;27,0;
1747030998;12.05.2025 06:23:18;19,2;3,900;27,0;
1747031028;12.05.2025 06:23:48;19,2;3,900;27,0;
1747031058;12.05.2025 06:24:18;19,2;3,900;27,0;
1747031088;12.05.2025 06:24:48;19,2;3,900;27,0;
1747031119;12.05.2025 06:25:19;19,2;3,900;27,0;
1747031149;12.05.2025 06:25:49;19,2;3,900;27,0;
1747031179;12.05.2025 06:26:19;19,2;3,900;27,0;
1747031209;12.05.2025 06:26:49;19,2;3,900;27,0;
1747031239;12.05.2025 06:27:19;19,2;3,900;27,0;
1747031269;12.05.2025 06:27:49;19,2;3,900;27,0;
