1747918486;22.05.2025 12:54;0;30;0;0;28,6;0;1;93;-1;-1,1;-0,4;273,1;-178,7;-0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;255;255;255;112;253;255;255;67;6;0;0;7;0;3;0;9;255;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918507;22.05.2025 12:55;0;30;0;0;28,6;0;1;95;2;-0,5;-0,8;275;-179,2;-0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;255;255;255;112;253;255;255;68;6;0;0;1;0;0;0;4;255;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918527;22.05.2025 12:55;0;30;0;0;28,6;0;1;96;1;-0,6;-0,4;276;-179,2;-0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;255;255;255;109;253;255;255;39;6;0;0;6;0;3;0;7;255;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918547;22.05.2025 12:55;0;30;0;0;28,6;0;0;117;21;-0,7;0,7;117;-0,7;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;255;255;255;185;1;0;0;194;249;255;255;1;0;1;0;4;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918567;22.05.2025 12:56;0;30;0;0;28,6;0;0;117;0;-0,6;0,9;117;-0,6;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;255;255;255;183;1;0;0;199;249;255;255;4;0;5;0;8;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918587;22.05.2025 12:56;0;30;0;0;28,6;0;0;117;0;-0,6;1;117;-0,6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;255;255;255;184;1;0;0;198;249;255;255;3;0;4;0;7;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918607;22.05.2025 12:56;0;30;0;0;28,6;0;0;117;0;-0,7;0,7;117;-0,7;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;255;255;255;184;1;0;0;199;249;255;255;4;0;6;0;7;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918628;22.05.2025 12:57;0;30;0;0;28,6;0;0;118;1;-0,4;0,8;118;-0,4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;254;255;255;185;1;0;0;200;249;255;255;5;0;4;0;7;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918648;22.05.2025 12:57;0;30;0;0;28,6;0;0;207;89;-0,7;1,1;207;-0,7;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;254;255;255;4;255;255;255;200;249;255;255;5;0;8;0;7;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918667;22.05.2025 12:57;0;30;0;0;28,6;0;0;207;0;-0,6;1,1;207;-0,6;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;254;255;255;5;255;255;255;194;249;255;255;4;0;7;0;7;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918688;22.05.2025 12:58;0;30;0;0;28,6;0;0;207;0;-0,6;1,2;207;-0,6;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;254;255;255;4;255;255;255;200;249;255;255;5;0;6;0;8;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
1747918707;22.05.2025 12:58;0;30;0;0;28,6;0;0;206;-1;-0,9;1,4;206;-0,9;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;254;255;255;4;255;255;255;201;249;255;255;5;0;6;0;8;1;253;240;255;255;20;7;0;0;9;12;0;0;0;0;0;0;3;0;0x09
