AB ticks;AB time;Charging allowed, hex;Residual capacity, mAh;Real capacity, mAh;Nominal capacity, mAh;Upper cell voltage, mV;	Lower cell voltage, mV;Cells voltage difference, mV;Battery current, mA;Time from last charge, min;Temperature, C;DS2777 break state, hex;	DS2777 link state, hex;DS2777 control state, hex;Charging complete, hex;Feedback state, hex;Charging cycles;	Last charged upper voltage, mV;Last charged lower voltage, mV;CU link state, hex;	Battery state, hex;Hardware errors, hex;Charge, %;FWver, hex;
1747810664;21.05.2025 06:57:44;02;20419;82500;82500;3530;3521;9;-64;38;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810724;21.05.2025 06:58:44;02;20418;82500;82500;3530;3521;9;-63;39;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810784;21.05.2025 06:59:44;02;20416;82500;82500;3530;3521;9;-64;40;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810844;21.05.2025 07:00:44;02;20415;82500;82500;3530;3521;9;-64;41;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810904;21.05.2025 07:01:44;02;20414;82500;82500;3530;3521;9;-64;42;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810964;21.05.2025 07:02:44;02;20414;82500;82500;3530;3521;9;-66;43;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747811024;21.05.2025 07:03:44;02;20413;82500;82500;3530;3521;9;-65;44;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747811084;21.05.2025 07:04:44;02;20411;82500;82500;3530;3521;9;-65;45;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747811143;21.05.2025 07:05:43;02;20410;82500;82500;3530;3521;9;-65;46;21,8;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810125;21.05.2025 06:48:45;02;20429;82500;82500;3530;3521;9;-64;29;22,1;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810185;21.05.2025 06:49:45;02;20428;82500;82500;3530;3521;9;-64;30;22,1;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810245;21.05.2025 06:50:45;02;20426;82500;82500;3530;3521;9;-64;31;22,0;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810305;21.05.2025 06:51:45;02;20425;82500;82500;3530;3521;9;-63;32;22,0;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810364;21.05.2025 06:52:44;02;20424;82500;82500;3530;3521;9;-66;33;22,1;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810424;21.05.2025 06:53:44;02;20423;82500;82500;3530;3521;9;-66;34;22,0;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
1747810484;21.05.2025 06:54:44;02;20423;82500;82500;3530;3521;9;-66;35;22,0;00;00;00;00;00;0;0;0;00;04;00;24;0x0C;
