;23.05.2025 10:02;0;30;0;0;28,6;0;1;111;0;-1,2;-0,2;291,1;-178,5;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;254;255;255;105;253;255;255;68;6;0;0;7;0;3;0;11;255;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994567;23.05.2025 10:02;0;30;0;0;28,6;0;0;135;24;-0,1;0,1;135;-0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;254;255;255;200;1;0;0;188;249;255;255;5;0;2;0;10;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994587;23.05.2025 10:03;0;30;0;0;28,6;0;0;134;-1;-0,3;0,3;134;-0,3;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;254;255;255;201;1;0;0;195;249;255;255;5;0;4;0;10;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994607;23.05.2025 10:03;0;30;0;0;28,6;0;0;134;0;-0,3;0,6;134;-0,3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;254;255;255;191;1;0;0;190;249;255;255;3;0;4;0;10;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994627;23.05.2025 10:03;0;30;0;0;28,6;0;0;135;1;-0,3;0,1;135;-0,3;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;254;255;255;200;1;0;0;191;249;255;255;4;0;3;0;9;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994647;23.05.2025 10:04;0;30;0;0;28,6;0;0;135;0;-0,2;0,1;135;-0,2;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;254;255;255;199;1;0;0;194;249;255;255;5;0;4;0;11;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994667;23.05.2025 10:04;0;30;0;0;28,6;0;0;134;-1;-0,5;0,3;134;-0,5;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;254;255;255;201;1;0;0;194;249;255;255;4;0;3;0;10;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
1747994687;23.05.2025 10:04;0;30;0;0;28,6;0;0;135;1;-0,2;0,2;135;-0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;254;255;255;198;1;0;0;195;249;255;255;255;255;0;0;6;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
1747994708;23.05.2025 10:05;0;30;0;0;28,6;0;0;220;85;-0,1;0,3;220;-0,1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;254;255;255;92;254;255;255;213;249;255;255;3;0;5;0;10;1;90;241;255;255;70;7;0;0;76;11;0;0;0;0;0;0;3;0;0x09
