AB ticks;AB time;Temperature, C;Pressure, kPa;Humidity, %;
1747988639;23.05.2025 08:23:59;22,7;3,500;35,0;
1747986982;23.05.2025 07:56:22;24,3;3,500;32,5;
1747987012;23.05.2025 07:56:52;24,2;3,500;32,5;
1747987042;23.05.2025 07:57:22;24,2;3,500;32,5;
1747987073;23.05.2025 07:57:53;24,1;3,500;32,5;
1747987103;23.05.2025 07:58:23;24,0;3,500;33,0;
1747987133;23.05.2025 07:58:53;24,0;3,500;33,0;
1747987163;23.05.2025 07:59:23;23,9;3,500;33,0;
1747987193;23.05.2025 07:59:53;23,9;3,500;33,0;
1747987223;23.05.2025 08:00:23;23,8;3,500;33,0;
1747987253;23.05.2025 08:00:53;23,7;3,500;33,0;
1747987283;23.05.2025 08:01:23;23,7;3,500;33,0;
1747987313;23.05.2025 08:01:53;23,7;3,500;33,0;
1747987344;23.05.2025 08:02:24;23,6;3,500;33,5;
1747987374;23.05.2025 08:02:54;23,6;3,500;33,5;
1747987404;23.05.2025 08:03:24;23,5;3,500;33,5;
1747987434;23.05.2025 08:03:54;23,5;3,500;33,5;
1747987464;23.05.2025 08:04:24;23,5;3,500;33,5;
1747987494;23.05.2025 08:04:54;23,4;3,500;33,5;
1747987524;23.05.2025 08:05:24;23,4;3,500;33,5;
1747987554;23.05.2025 08:05:54;23,4;3,500;33,5;
1747987585;23.05.2025 08:06:25;23,3;3,500;34,0;
1747987615;23.05.2025 08:06:55;23,3;3,500;34,0;
1747987645;23.05.2025 08:07:25;23,2;3,500;34,0;
1747987675;23.05.2025 08:07:55;23,2;3,500;34,0;
1747987705;23.05.2025 08:08:25;23,2;3,500;34,0;
1747987735;23.05.2025 08:08:55;23,1;3,500;34,0;
1747987765;23.05.2025 08:09:25;23,1;3,500;34,0;
1747987795;23.05.2025 08:09:55;23,0;3,500;34,0;
1747987825;23.05.2025 08:10:25;23,0;3,500;34,5;
1747987856;23.05.2025 08:10:56;23,0;3,500;34,5;
1747987886;23.05.2025 08:11:26;23,0;3,500;34,5;
1747987916;23.05.2025 08:11:56;22,9;3,500;34,5;
1747987946;23.05.2025 08:12:26;22,9;3,500;34,5;
1747987976;23.05.2025 08:12:56;22,9;3,500;34,5;
1747988006;23.05.2025 08:13:26;22,9;3,500;34,5;
1747988036;23.05.2025 08:13:56;22,9;3,500;34,5;
1747988067;23.05.2025 08:14:27;22,8;3,500;34,5;
1747988097;23.05.2025 08:14:57;22,8;3,500;34,5;
1747988127;23.05.2025 08:15:27;22,8;3,500;34,5;
1747988157;23.05.2025 08:15:57;22,8;3,500;34,5;
1747988187;23.05.2025 08:16:27;22,8;3,500;34,5;
1747988217;23.05.2025 08:16:57;22,8;3,500;34,5;
