AB ticks;AB time;Charging allowed, hex;Residual capacity, mAh;Real capacity, mAh;Nominal capacity, mAh;Upper cell voltage, mV;	Lower cell voltage, mV;Cells voltage difference, mV;Battery current, mA;Time from last charge, min;Temperature, C;DS2777 break state, hex;	DS2777 link state, hex;DS2777 control state, hex;Charging complete, hex;Feedback state, hex;Charging cycles;	Last charged upper voltage, mV;Last charged lower voltage, mV;CU link state, hex;	Battery state, hex;Hardware errors, hex;Charge, %;FWver, hex;
1747745979;20.05.2025 12:59:39;02;23913;82500;82500;3569;3569;0;-63;47;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746039;20.05.2025 13:00:39;02;23911;82500;82500;3569;3569;0;-66;48;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746100;20.05.2025 13:01:40;02;23910;82500;82500;3565;3569;4;-63;49;22,7;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746160;20.05.2025 13:02:40;02;23909;82500;82500;3569;3569;0;-62;50;22,7;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746220;20.05.2025 13:03:40;02;23909;82500;82500;3569;3569;0;-66;51;22,7;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746280;20.05.2025 13:04:40;02;23908;82500;82500;3565;3569;4;-66;52;22,7;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747746341;20.05.2025 13:05:41;02;23906;82500;82500;3565;3569;4;-65;53;22,7;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745438;20.05.2025 12:50:38;02;23923;82500;82500;3565;3569;4;-66;38;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745498;20.05.2025 12:51:38;02;23921;82500;82500;3569;3569;0;-66;39;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745559;20.05.2025 12:52:39;02;23920;82500;82500;3569;3569;0;-66;40;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745619;20.05.2025 12:53:39;02;23919;82500;82500;3569;3569;0;-66;41;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745679;20.05.2025 12:54:39;02;23918;82500;82500;3565;3569;4;-66;42;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745739;20.05.2025 12:55:39;02;23916;82500;82500;3569;3569;0;-66;43;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745799;20.05.2025 12:56:39;02;23915;82500;82500;3569;3569;0;-65;44;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745859;20.05.2025 12:57:39;02;23915;82500;82500;3569;3569;0;-64;45;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745919;20.05.2025 12:58:39;02;23914;82500;82500;3569;3569;0;-64;46;22,8;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747744897;20.05.2025 12:41:37;02;23931;82500;82500;3565;3569;4;-66;29;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744957;20.05.2025 12:42:37;02;23930;82500;82500;3569;3569;0;-66;30;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745017;20.05.2025 12:43:37;02;23929;82500;82500;3569;3569;0;-66;31;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745078;20.05.2025 12:44:38;02;23929;82500;82500;3569;3569;0;-67;32;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745138;20.05.2025 12:45:38;02;23928;82500;82500;3569;3569;0;-68;33;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745198;20.05.2025 12:46:38;02;23926;82500;82500;3569;3569;0;-65;34;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745258;20.05.2025 12:47:38;02;23925;82500;82500;3569;3569;0;-65;35;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747745318;20.05.2025 12:48:38;02;23924;82500;82500;3569;3569;0;-66;36;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747745378;20.05.2025 12:49:38;02;23923;82500;82500;3565;3569;4;-65;37;23,0;00;00;00;00;00;0;0;0;00;04;00;28;0x0C;
1747744356;20.05.2025 12:32:36;02;23941;82500;82500;3569;3569;0;-64;20;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744416;20.05.2025 12:33:36;02;23940;82500;82500;3569;3569;0;-65;21;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744477;20.05.2025 12:34:37;02;23939;82500;82500;3569;3569;0;-65;22;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744537;20.05.2025 12:35:37;02;23939;82500;82500;3569;3569;0;-65;23;23,1;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744597;20.05.2025 12:36:37;02;23938;82500;82500;3569;3569;0;-65;24;23,1;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744657;20.05.2025 12:37:37;02;23936;82500;82500;3565;3569;4;-93;25;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744717;20.05.2025 12:38:37;02;23935;82500;82500;3569;3569;0;-74;26;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744777;20.05.2025 12:39:37;02;23934;82500;82500;3569;3569;0;-66;27;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744837;20.05.2025 12:40:37;02;23933;82500;82500;3569;3569;0;-66;28;23,0;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743816;20.05.2025 12:23:36;02;23953;82500;82500;3569;3569;0;-69;10;23,7;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743876;20.05.2025 12:24:36;02;23951;82500;82500;3569;3569;0;-69;11;23,6;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743936;20.05.2025 12:25:36;02;23950;82500;82500;3569;3569;0;-73;12;23,6;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743996;20.05.2025 12:26:36;02;23949;82500;82500;3569;3569;0;-69;13;23,6;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744056;20.05.2025 12:27:36;02;23948;82500;82500;3569;3569;0;-64;14;23,5;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744116;20.05.2025 12:28:36;02;23946;82500;82500;3569;3569;0;-65;15;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744176;20.05.2025 12:29:36;02;23945;82500;82500;3569;3569;0;-64;16;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744236;20.05.2025 12:30:36;02;23944;82500;82500;3569;3569;0;-64;18;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747744296;20.05.2025 12:31:36;02;23943;82500;82500;3569;3569;0;-64;19;23,2;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743276;20.05.2025 12:14:36;02;23963;82500;82500;3569;3569;0;-62;1;25,6;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743336;20.05.2025 12:15:36;02;23961;82500;82500;3569;3569;0;-65;2;25,1;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743396;20.05.2025 12:16:36;02;23960;82500;82500;3569;3569;0;-65;3;24,8;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
1747743456;20.05.2025 12:17:36;02;23959;82500;82500;3569;3569;0;-65;4;24,6;00;00;00;00;00;0;0;0;00;04;00;29;0x0C;
