1748003461;23.05.2025 12:31:01;00;30;0,0;0,0;28,6;0,0000;0;99,0;-1,2;1,3;99,0;-1,2;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;255;255;255;139;2;0;0;77;249;255;255;7;0;6;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003496;23.05.2025 12:31:36;00;30;0,0;0,0;28,6;0,0000;0;100,0;-0,9;0,8;100,0;-0,9;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;255;255;255;138;2;0;0;77;249;255;255;4;0;1;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003531;23.05.2025 12:32:11;00;30;0,0;0,0;28,6;0,0000;0;99,0;-1,2;1,0;99,0;-1,2;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;255;255;255;139;2;0;0;77;249;255;255;4;0;1;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003566;23.05.2025 12:32:46;00;30;0,0;0,0;28,6;0,0000;0;182,0;-1,0;1,2;182,0;-1,0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;253;255;255;197;255;255;255;53;249;255;255;6;0;5;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003601;23.05.2025 12:33:21;00;30;0,0;0,0;28,6;0,0000;0;183,0;-0,7;0,8;183,0;-0,7;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;253;255;255;196;255;255;255;53;249;255;255;4;0;1;0;5;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003636;23.05.2025 12:33:56;00;30;0,0;0,0;28,6;0,0000;0;182,0;-1,1;1,3;182,0;-1,1;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;253;255;255;195;255;255;255;52;249;255;255;6;0;6;0;6;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003672;23.05.2025 12:34:32;00;30;0,0;0,0;28,6;0,0000;0;275,0;-0,8;0,4;275,0;-0,8;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;152;253;255;255;76;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003707;23.05.2025 12:35:07;00;30;0,0;0,0;28,6;0,0000;0;275,0;-0,9;0,6;275,0;-0,9;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;148;253;255;255;76;249;255;255;2;0;1;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003742;23.05.2025 12:35:42;00;30;0,0;0,0;28,6;0,0000;0;275,0;-0,8;0,4;275,0;-0,8;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;151;253;255;255;75;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003777;23.05.2025 12:36:17;00;30;0,0;0,0;28,6;0,0000;0;6,0;-1,1;0,4;6,0;-1,1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2;0;0;61;0;0;0;100;249;255;255;6;0;4;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003812;23.05.2025 12:36:52;00;30;0,0;0,0;28,6;0,0000;0;7,0;-1,0;0,5;7,0;-1,0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;2;0;0;60;0;0;0;100;249;255;255;4;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003847;23.05.2025 12:37:27;00;30;0,0;0,0;28,6;0,0000;0;7,0;-1,0;0,5;7,0;-1,0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;2;0;0;61;0;0;0;98;249;255;255;7;0;3;0;6;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003882;23.05.2025 12:38:02;00;30;0,0;0,0;28,6;0,0000;0;7,0;-0,9;0,7;7,0;-0,9;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2;0;0;61;0;0;0;99;249;255;255;6;0;4;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003917;23.05.2025 12:38:37;00;30;0,0;0,0;28,6;0,0000;0;7,0;-0,8;0,5;7,0;-0,8;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;2;0;0;61;0;0;0;99;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003952;23.05.2025 12:39:12;00;30;0,0;0,0;28,6;0,0000;0;7,0;-0,9;0,6;7,0;-0,9;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;2;0;0;59;0;0;0;54;249;255;255;7;0;4;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
1748003988;23.05.2025 12:39:48;00;30;0,0;0,0;28,6;0,0000;0;224,0;-1,8;0,9;224,0;-1,8;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;254;255;255;69;254;255;255;187;247;255;255;6;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
*27;23.05.2025 12:27:20;00;30;0,0;0,0;28,6;0,0000;0;215,0;-1,4;0,6;215,0;-1,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;252;255;255;76;253;255;255;219;246;255;255;9;0;5;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
*48;23.05.2025 12:27:41;00;30;0,0;0,0;28,6;0,0000;0;215,0;-1,5;0,5;215,0;-1,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;252;255;255;76;253;255;255;208;246;255;255;5;0;1;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
*68;23.05.2025 12:28:01;00;30;0,0;0,0;28,6;0,0000;0;215,0;-1,4;0,6;215,0;-1,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;252;255;255;65;253;255;255;211;246;255;255;4;0;0;0;5;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
*89;23.05.2025 12:28:22;00;30;0,0;0,0;28,6;0,0000;0;215,0;-1,5;0,7;215,0;-1,5;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;255;255;65;253;255;255;208;246;255;255;4;0;2;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09;
