*27;23.05.2025 12:27;0;30;0;0;28,6;0;0;215;0;-1,4;0,6;215;-1,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;252;255;255;76;253;255;255;219;246;255;255;9;0;5;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
*48;23.05.2025 12:27;0;30;0;0;28,6;0;0;215;0;-1,5;0,5;215;-1,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;252;255;255;76;253;255;255;208;246;255;255;5;0;1;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
*68;23.05.2025 12:28;0;30;0;0;28,6;0;0;215;0;-1,4;0,6;215;-1,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;252;255;255;65;253;255;255;211;246;255;255;4;0;0;0;5;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
*89;23.05.2025 12:28;0;30;0;0;28,6;0;0;215;0;-1,5;0,7;215;-1,5;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;255;255;65;253;255;255;208;246;255;255;4;0;2;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003321;23.05.2025 12:28;0;30;0;0;28,6;0;0;215;0;-1,4;0,6;215;-1,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;252;255;255;63;253;255;255;215;246;255;255;5;0;1;0;5;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003356;23.05.2025 12:29;0;30;0;0;28,6;0;0;13;-202;-1,6;1,6;13;-1,6;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;2;0;0;93;0;0;0;43;249;255;255;15;0;14;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003391;23.05.2025 12:29;0;30;0;0;28,6;0;0;7;-6;-1,1;0,6;7;-1,1;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;2;0;0;64;0;0;0;100;249;255;255;6;0;3;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003426;23.05.2025 12:30;0;30;0;0;28,6;0;0;6;-1;-0,8;0,3;6;-0,8;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;2;0;0;63;0;0;0;100;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;
1748003461;23.05.2025 12:31;0;30;0;0;28,6;0;0;99;93;-1,2;1,3;99;-1,2;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;255;255;255;139;2;0;0;77;249;255;255;7;0;6;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003496;23.05.2025 12:31;0;30;0;0;28,6;0;0;100;1;-0,9;0,8;100;-0,9;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;255;255;255;138;2;0;0;77;249;255;255;4;0;1;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003531;23.05.2025 12:32;0;30;0;0;28,6;0;0;99;-1;-1,2;1;99;-1,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;255;255;255;139;2;0;0;77;249;255;255;4;0;1;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003566;23.05.2025 12:32;0;30;0;0;28,6;0;0;182;83;-1;1,2;182;-1;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;253;255;255;197;255;255;255;53;249;255;255;6;0;5;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003601;23.05.2025 12:33;0;30;0;0;28,6;0;0;183;1;-0,7;0,8;183;-0,7;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;253;255;255;196;255;255;255;53;249;255;255;4;0;1;0;5;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003636;23.05.2025 12:33;0;30;0;0;28,6;0;0;182;-1;-1,1;1,3;182;-1,1;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;253;255;255;195;255;255;255;52;249;255;255;6;0;6;0;6;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003672;23.05.2025 12:34;0;30;0;0;28,6;0;0;275;93;-0,8;0,4;275;-0,8;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;152;253;255;255;76;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003707;23.05.2025 12:35;0;30;0;0;28,6;0;0;275;0;-0,9;0,6;275;-0,9;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;148;253;255;255;76;249;255;255;2;0;1;0;3;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003742;23.05.2025 12:35;0;30;0;0;28,6;0;0;275;0;-0,8;0,4;275;-0,8;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;151;253;255;255;75;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003777;23.05.2025 12:36;0;30;0;0;28,6;0;0;6;91;-1,1;0,4;6;-1,1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2;0;0;61;0;0;0;100;249;255;255;6;0;4;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;
1748003812;23.05.2025 12:36;0;30;0;0;28,6;0;0;7;1;-1;0,5;7;-1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;2;0;0;60;0;0;0;100;249;255;255;4;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003847;23.05.2025 12:37;0;30;0;0;28,6;0;0;7;0;-1;0,5;7;-1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;2;0;0;61;0;0;0;98;249;255;255;7;0;3;0;6;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003882;23.05.2025 12:38;0;30;0;0;28,6;0;0;7;0;-0,9;0,7;7;-0,9;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2;0;0;61;0;0;0;99;249;255;255;6;0;4;0;7;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003917;23.05.2025 12:38;0;30;0;0;28,6;0;0;7;0;-0,8;0,5;7;-0,8;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;2;0;0;61;0;0;0;99;249;255;255;3;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003952;23.05.2025 12:39;0;30;0;0;28,6;0;0;7;0;-0,9;0,6;7;-0,9;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;2;0;0;59;0;0;0;54;249;255;255;7;0;4;0;8;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
1748003988;23.05.2025 12:39;0;30;0;0;28,6;0;0;224;217;-1,8;0,9;224;-1,8;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;254;255;255;69;254;255;255;187;247;255;255;6;0;0;0;4;1;254;243;255;255;20;8;0;0;25;21;0;0;1;0;1;0;1;0;0x09
