AB ticks;AB time;Status, hex;Calibration, hex;Temperature HDC1080, C;Humidity HDC1080, %;Temperature DPS310, C;Pressure DPS310, kPa;Rotation code RAW;Azimuth RAW, deg.;Pitch RAW, deg.;Roll RAW, deg.;Azimuth, deg.;Pitch, deg.;Roll, deg.;CC0;CC1;CC2;CC3;CC4;CC5;CC6;CC7;CC8;CC9;CC10;CC11;CC12;CC13;CC14;CC15;CC16;CC17;XYZmagn0;XYZmagn1;XYZmagn2;XYZmagn3;XYZmagn4;XYZmagn5;XYZmagn6;XYZmagn7;XYZmagn8;XYZmagn9;XYZmagn10;XYZmagn11;XYZaxs0;XYZaxs1;XYZaxs2;XYZaxs3;XYZaxs4;XYZaxs5;XYZmagnOffs0;XYZmagnOffs1;XYZmagnOffs2;XYZmagnOffs3;XYZmagnOffs4;XYZmagnOffs5;XYZmagnOffs6;XYZmagnOffs7;XYZmagnOffs8;XYZmagnOffs9;XYZmagnOffs10;XYZmagnOffs11;XYZaxsOffs0;XYZaxsOffs1;XYZaxsOffs2;XYZaxsOffs3;XYZaxsOffs4;XYZaxsOffs5;FWver, hex
1747827238;21.05.2025 11:33;0;10;0;0;28,6;0;0;178;-0,3;0,4;178;-0,3;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;234;255;255;201;0;0;0;114;251;255;255;3;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827258;21.05.2025 11:34;0;10;0;0;28,6;0;0;178;-0,2;0,3;178;-0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;234;255;255;202;0;0;0;112;251;255;255;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827278;21.05.2025 11:34;0;10;0;0;28,6;0;0;178;-0,4;0,5;178;-0,4;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;234;255;255;201;0;0;0;112;251;255;255;2;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827298;21.05.2025 11:34;0;10;0;0;28,6;0;0;178;-0,4;0,4;178;-0,4;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;234;255;255;200;0;0;0;114;251;255;255;2;0;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827318;21.05.2025 11:35;0;10;0;0;28,6;0;0;178;-0,5;0,5;178;-0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;234;255;255;212;0;0;0;98;251;255;255;2;0;2;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827324;21.05.2025 11:35;0;10;0;0;28,6;0;0;178;-0,5;0,5;178;-0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;234;255;255;163;0;0;0;79;251;255;255;2;0;3;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827334;21.05.2025 11:35;0;10;0;0;28,6;0;0;173;0,5;0,3;173;0,5;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;232;255;255;241;2;0;0;129;251;255;255;251;255;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827354;21.05.2025 11:35;0;10;0;0;28,6;0;0;166;-0,2;-0,2;166;-0,2;-0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;234;255;255;54;5;0;0;134;251;255;255;1;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827373;21.05.2025 11:36;0;10;0;0;28,6;0;0;154;-0,3;0;154;-0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;239;255;255;250;7;0;0;11;3;0;0;255;255;254;255;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
1747827394;21.05.2025 11:36;0;10;0;0;28,6;0;0;154;-0,3;0;154;-0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;239;255;255;246;7;0;0;40;3;0;0;255;255;255;255;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0x09
