1747994542;23.05.2025 10:02;0;30;0;0;28,6;0;1;158;0;-1,6;-2,8;338;-178,2;-2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;254;255;255;30;255;255;255;68;6;0;0;9;0;13;0;12;255;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994562;23.05.2025 10:02;0;30;0;0;28,6;0;1;157;-1;-1,8;-2,6;337;-177,9;-2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;254;255;255;30;255;255;255;58;6;0;0;8;0;12;0;10;255;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994583;23.05.2025 10:03;0;30;0;0;28,6;0;1;155;-2;-1,5;-2,6;335;-178,2;-2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;254;255;255;251;254;255;255;112;6;0;0;10;0;16;0;11;255;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994603;23.05.2025 10:03;0;30;0;0;28,6;0;0;174;19;-0,7;0,6;174;-0,7;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;254;255;255;30;0;0;0;198;249;255;255;4;0;4;0;8;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994623;23.05.2025 10:03;0;30;0;0;28,6;0;0;175;1;-0,7;0,6;175;-0,7;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;254;255;255;29;0;0;0;196;249;255;255;5;0;4;0;9;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994643;23.05.2025 10:04;0;30;0;0;28,6;0;0;175;0;-0,7;0,5;175;-0,7;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;254;255;255;29;0;0;0;196;249;255;255;5;0;4;0;9;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994663;23.05.2025 10:04;0;30;0;0;28,6;0;0;175;0;-0,7;0,5;175;-0,7;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;254;255;255;29;0;0;0;197;249;255;255;1;0;1;0;6;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;
1747994683;23.05.2025 10:04;0;30;0;0;28,6;0;0;272;97;-1,4;0,3;272;-1,4;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;255;255;255;31;254;255;255;200;249;255;255;9;0;3;0;10;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
1747994703;23.05.2025 10:05;0;30;0;0;28,6;0;0;272;0;-1,3;0,2;272;-1,3;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;255;255;255;31;254;255;255;199;249;255;255;5;0;1;0;4;1;108;243;255;255;59;7;0;0;215;10;0;0;1;0;1;0;1;0;0x09
